company,specific_bean_origin_or_bar_name,review_date,cocoa_percent,company_location,rating,Bean_Type,country_of_bean_origin,trinitario_bean,criollo_bean,blend_bean,forastero_bean,new_rating
Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73.0,Madagascar,3,Trinitario,Madagascar,trinitario,0,0,0,4
Malagos,"Davao, Mt. Talamo foothills",2013,65.0,Philippines,3,Trinitario,Philippines,trinitario,0,0,0,4
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55.0,U.S.A,3,,Hawaii,,,,,4
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55.0,U.S.A,2,Blend,Hawaii,0,0,blend,0,3
Malmo,Chuao,2016,70.0,Sweden,3,,Venezuela,,,,,3
Mana,Ecuador,2015,74.0,U.S.A,2,,Ecuador,,,,,2
Mana,Peru,2014,74.0,U.S.A,2,,Peru,,,,,2
Mana,Venezuela,2014,74.0,U.S.A,2,,Venezuela,,,,,3
Mana,Conacado,2012,74.0,U.S.A,3,,Dominican Republic,,,,,5
Manifesto Cacao,Colombia,2014,70.0,Colombia,2,,Colombia,,,,,3
Manoa,Markham Valley,2015,72.0,U.S.A,3,,Papua New Guinea,,,,,4
Manoa,Coto Brus,2015,72.0,U.S.A,3,,Costa Rica,,,,,5
Manoa,"Waiahole, O'ahu",2013,72.0,U.S.A,3,,Hawaii,,,,,5
Manoa,"Liberia, #174",2012,72.0,U.S.A,3,,Liberia,,,,,4
Manoa,"Hamakua, Hawaiian Crown, #176",2012,72.0,U.S.A,2,,Hawaii,,,,,3
Manoa,Piura,2012,72.0,U.S.A,3,,Peru,,,,,3
Manoa,"Oahu, Winward, #151, Maunawili district",2012,72.0,U.S.A,3,,Hawaii,,,,,4
Manufaktura Czekolady,Johe,2016,70.0,Poland,3,,Nicaragua,,,,,5
Manufaktura Czekolady,Peru,2016,70.0,Poland,3,,Peru,,,,,4
Manufaktura Czekolady,Porcelana,2014,70.0,Poland,3,Criollo,Venezuela,0,criollo,0,0,5
Manufaktura Czekolady,Kolumbia,2014,85.0,Poland,3,,Colombia,,,,,4
Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70.0,Poland,3,,Dominican Republic,,,,,4
Manufaktura Czekolady,Grand Cru Ghana,2012,70.0,Poland,3,Forastero,Ghana,0,0,0,forastero,4
Manufaktura Czekolady,Grand Cru Ecuador,2012,70.0,Poland,3,,Ecuador,,,,,4
Map Chocolate,"Ben Tre, Surprise Valley",2016,75.0,U.S.A,3,Trinitario,Vietnam,trinitario,0,0,0,4
Map Chocolate,"ROIG, 2014",2015,70.0,U.S.A,3,"Criollo, Trinitario",Dominican Republic,"criollo, trinitario","criollo, trinitario",0,0,4
Map Chocolate,"Maranon, 2014",2015,62.0,U.S.A,3,Forastero (Nacional),Peru,0,0,0,forastero (nacional),4
Map Chocolate,Ecuador,2015,70.0,U.S.A,3,Trinitario,Ecuador,trinitario,0,0,0,4
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,70.0,U.S.A,2,Trinitario,Trinidad,trinitario,0,0,0,3
Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70.0,U.S.A,3,,Nicaragua,,,,,4
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68.0,U.S.A,3,Criollo,Peru,0,criollo,0,0,4
Map Chocolate,Colombia,2015,75.0,U.S.A,2,,Colombia,,,,,3
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72.0,U.S.A,3,,Tanzania,,,,,3
Map Chocolate,Le Chocolat Chaud,2015,78.0,U.S.A,3,,Honduras,,,,,4
Marana,Piura,2016,70.0,Peru,3,,Peru,,,,,3
Marana,Cusco,2016,70.0,Peru,2,,Peru,,,,,3
Marana,San Martin,2016,70.0,Peru,3,,Peru,,,,,3
Marigold's Finest,Cacao Nib Crunch,2016,75.0,Canada,3,,Cacao Nib Crunch,,,,,4
Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,Ben Tre,2015,68.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,"Dak Lak, Batch 2451",2015,70.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,5
Marou,"Tan Phu Dong, Treasure Island",2013,75.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,Ba Ria,2012,76.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,Dong Nai,2012,72.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,"Tien Giang, Gao Co-op",2012,70.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,Ben Tre,2012,78.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Marou,Tien Giang,2012,80.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,3
Marou,Lam Dong,2012,74.0,Vietnam,3,Trinitario,Vietnam,trinitario,0,0,0,4
Mars,"Matina 1-6, prototype",2010,65.0,U.S.A,3,,Costa Rica,,,,,3
Mars,Ivory Coast,2010,65.0,U.S.A,3,,Ivory Coast,,,,,3
Mars,Nigeria,2010,65.0,U.S.A,3,,Nigeria,,,,,4
Mars,"Ghana, prototype",2010,65.0,U.S.A,3,Forastero,Ghana,0,0,0,forastero,4
Marsatta,Dominican Republic,2013,74.0,U.S.A,2,,Dominican Republic,,,,,2
Marsatta,Dominican Republic,2013,89.0,U.S.A,2,,Dominican Republic,,,,,2
Martin Mayer,Alto Beni,2016,76.0,Austria,2,,Bolivia,,,,,3
Martin Mayer,Pisa,2016,82.0,Austria,3,,Haiti,,,,,3
Martin Mayer,Tumaco,2016,74.0,Austria,3,,Colombia,,,,,4
Mast Brothers,Guatemala,2015,76.0,U.S.A,3,,Guatemala,,,,,3
Mast Brothers,Tanzania,2015,74.0,U.S.A,3,,Tanzania,,,,,4
Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A,3,Blend,"Peru, Belize",0,0,blend,0,5
Mast Brothers,Shake Shack,2012,73.0,U.S.A,3,Blend,"Peru, Mad., Dom. Rep.",0,0,blend,0,4
Mast Brothers,Madagascar,2012,72.0,U.S.A,2,Trinitario,Madagascar,trinitario,0,0,0,2
Mast Brothers,Chuao,2012,73.0,U.S.A,2,Trinitario,Venezuela,trinitario,0,0,0,3
Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A,3,,Brooklyn Blend,,,,,4
Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A,3,Trinitario,Venezuela,trinitario,0,0,0,3
Mast Brothers,"Chuao, Dark Roast",2011,70.0,U.S.A,3,Trinitario,Venezuela,trinitario,0,0,0,3
Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A,2,Trinitario,Venezuela,trinitario,0,0,0,3
Mast Brothers,Moho River,2011,70.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,4
Mast Brothers,Papua New Guinea,2011,71.0,U.S.A,2,,Papua New Guinea,,,,,3
Mast Brothers,San Martin,2011,75.0,U.S.A,3,,Peru,,,,,3
Mast Brothers,Conacado,2011,73.0,U.S.A,3,,Dominican Republic,,,,,4
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A,3,,Dominican Republic,,,,,5
Mast Brothers,Patanemo,2010,81.0,U.S.A,2,Criollo,Venezuela,0,criollo,0,0,3
Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A,3,,Venezuela,,,,,3
Mast Brothers,"Dominican Republic, Coop",2010,70.0,U.S.A,3,,Dominican Republic,,,,,4
Matale,"Malekula P., 2013",2013,72.0,Australia,3,Trinitario,Vanuatu,trinitario,0,0,0,4
Matale,"Somia, 2013",2013,68.0,Australia,4,Trinitario,Madagascar,trinitario,0,0,0,6
Matale,"Kulili P., 2013",2013,74.0,Australia,4,Trinitario,Papua New Guinea,trinitario,0,0,0,6
Matale,Blend,2013,70.0,Australia,3,Trinitario,"PNG, Vanuatu, Mad",trinitario,0,0,0,5
Maverick,Maya Mountain,2014,70.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,4
Maverick,Elvesia,2014,70.0,U.S.A,3,,Dominican Republic,,,,,4
Maverick,Tumbes,2014,82.0,U.S.A,3,Criollo,Peru,0,criollo,0,0,4
Maverick,"Morropon, Norandiono Coop, Piura",2014,63.0,U.S.A,3,Criollo,Peru,0,criollo,0,0,4
Mayacama,Hispaniola,2016,72.0,U.S.A,3,,Domincan Republic,,,,,3
Meadowlands,Bolivia,2014,70.0,U.S.A,2,,Bolivia,,,,,2
Meadowlands,Venezuela,2014,70.0,U.S.A,2,,Venezuela,,,,,3
Meadowlands,Belize,2014,70.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,3
Meadowlands,"Nicaragua, w/ inbs",2014,70.0,U.S.A,3,,Nicaragua,,,,,3
Meadowlands,Dominican Republic,2014,70.0,U.S.A,3,,Dominican Republic,,,,,4
Menakao (aka Cinagra),Madagascar,2012,80.0,Madagascar,2,Trinitario,Madagascar,trinitario,0,0,0,2
Menakao (aka Cinagra),Madagascar,2012,72.0,Madagascar,2,Trinitario,Madagascar,trinitario,0,0,0,2
Mesocacao,El Salvador,2015,80.0,Honduras,2,,El Salvador,,,,,3
Mesocacao,El Salvador,2015,70.0,Honduras,3,,El Salvador,,,,,3
Mesocacao,Honduras,2014,80.0,Honduras,3,,Honduras,,,,,4
Mesocacao,Honduras,2014,70.0,Honduras,3,,Honduras,,,,,4
Mesocacao,"La Tronca, Matagalpa",2014,70.0,Honduras,3,,Nicaragua,,,,,4
Mesocacao,"La Tronca, Matagalpa",2014,80.0,Honduras,3,,Nicaragua,,,,,4
Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70.0,Sweden,3,,Brazil,,,,,3
Metiisto,Akesson Estate,2014,72.0,Sweden,3,Trinitario,Madagascar,trinitario,0,0,0,4
Metropolitan,South America,2015,70.0,Amsterdam,3,Trinitario,South America,trinitario,0,0,0,4
Michel Cluizel,"Chiapas, Mokaya P.",2012,66.0,France,3,,Mexico,,,,,5
Michel Cluizel,"Carenero Superior, Concepcion",2007,66.0,France,3,Trinitario,Venezuela,trinitario,0,0,0,4
Michel Cluizel,Vila Gracinda,2007,67.0,France,3,Forastero,Sao Tome,0,0,0,forastero,4
Michel Cluizel,Carre Amer,2006,60.0,France,2,,Carre Amer,,,,,6
Michel Cluizel,Carre Grand Noir,2006,85.0,France,2,,Carre Grand Noir,,,,,6
Michel Cluizel,Tamarina,2006,70.0,France,3,Forastero,Sao Tome,0,0,0,forastero,3
Michel Cluizel,Los Ancones P.,2006,67.0,France,4,,Dominican Republic,,,,,6
Michel Cluizel,Mangaro P.,2006,65.0,France,4,Trinitario,Madagascar,trinitario,0,0,0,6
Michel Cluizel,Maralumi P.,2006,64.0,France,4,,Papua New Guinea,,,,,6
Michel Cluizel,Noir Infini,2006,99.0,France,2,,Noir Infini,,,,,6
Middlebury,Maya Mountain,2015,80.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,4
Middlebury,San Juan Estate,2015,70.0,U.S.A,3,Trinitario,Trinidad,trinitario,0,0,0,4
Middlebury,Oko Caribe,2015,75.0,U.S.A,3,,Dominican Republic,,,,,5
Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A,3,,Venezuela,,,,,5
Middlebury,Kokoa Kamili,2015,75.0,U.S.A,3,,Tanzania,,,,,4
Middlebury,"Matagalpa, Cacao Bisiesto",2015,70.0,U.S.A,3,,Nicaragua,,,,,4
Middlebury,La Red,2013,75.0,U.S.A,2,,Dominican Republic,,,,,2
Middlebury,Belize,2013,80.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,4
Middlebury,Houseblend,2012,65.0,U.S.A,1,,Houseblend,,,,,1
Middlebury,Alto Beni,2012,75.0,U.S.A,2,Criollo,Bolivia,0,criollo,0,0,6
Middlebury,"Balinese, Java",2012,70.0,U.S.A,2,Criollo,Indonesia,0,criollo,0,0,2
Millcreek Cacao Roasters,Ecuador,2013,70.0,U.S.A,2,Forastero (Nacional),Ecuador,0,0,0,forastero (nacional),2
Millcreek Cacao Roasters,Ecuador,2012,70.0,U.S.A,3,,Ecuador,,,,,4
Mindo,Ecuador,2010,67.0,U.S.A,2,,Ecuador,,,,,3
Mindo,Ecuador,2010,77.0,U.S.A,2,,Ecuador,,,,,3
Minimal,"Acul-du-Nord, 2015",2016,70.0,Japan,3,"Criollo, Trinitario",Haiti,"criollo, trinitario","criollo, trinitario",0,0,4
Mission,"Fazenda Camboa, Bahia",2016,75.0,Brazil,3,,Brazil,,,,,5
Mission,"Bahia, Fazenda Venturosa",2015,70.0,Brazil,3,Forastero (Parazinho),Brazil,0,0,0,forastero (parazinho),4
Mita,Tumaco,2012,65.0,Colombia,2,,Colombia,,,,,2
Moho,"Toledo District, w/ nibs",2013,73.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,4
Moho,Toledo District,2013,72.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,3
Moho,"Umoho R., Toledo District, San Felipe",2010,67.0,U.S.A,2,Trinitario,Belize,trinitario,0,0,0,3
Molucca,La Red,2015,70.0,U.S.A,3,,Domincan Republic,,,,,3
Molucca,Indonesia,2015,70.0,U.S.A,2,,Indonesia,,,,,3
Molucca,Peru,2015,70.0,U.S.A,3,,Peru,,,,,4
Momotombo,Matagalpa,2011,70.0,Nicaragua,2,,Nicaragua,,,,,3
Momotombo,Mombacho,2011,70.0,Nicaragua,2,,Nicaragua,,,,,3
Momotombo,Oscuro,2011,70.0,Nicaragua,3,,Nicaragua,,,,,4
Monarque,Oko Caribe,2016,72.0,Canada,3,,Dominican Republic,,,,,4
Monsieur Truffe,Papaua New Guinea,2014,70.0,Australia,3,,Papua New Guinea,,,,,4
Montecristi,Manabi,2015,70.0,Ecuador,3,,Ecuador,,,,,4
Montecristi,Manabi,2015,63.0,Ecuador,3,,Ecuador,,,,,4
Montecristi,Manabi,2015,85.0,Ecuador,3,,Ecuador,,,,,4
Muchomas (Mesocacao),Nicaragua,2015,70.0,U.S.A,3,,Nicaragua,,,,,4
Muchomas (Mesocacao),Nicaragua,2015,80.0,U.S.A,3,,Nicaragua,,,,,4
Mutari,"Kokoa Kamili, batch 1 SRB",2016,68.0,U.S.A,2,,Tanzania,,,,,3
Mutari,"Oko Caribe, batch 1 SRB",2016,71.0,U.S.A,2,,Domincan Republic,,,,,3
Mutari,"Ambanja, batch 1 SRB",2016,68.0,U.S.A,2,,Madagascar,,,,,3
Mutari,"Tien Giang, batch 1 SRB",2016,80.0,U.S.A,3,Trinitario,Vietnam,trinitario,0,0,0,3
Nahua,"Costa Rica, Oscuro",2013,58.0,Costa Rica,2,,Costa Rica,,,,,2
Nahua,"Costa Rica, Oscuro",2013,70.0,Costa Rica,3,,Costa Rica,,,,,3
Naive,Trinidad & Tobago,2013,70.0,Lithuania,3,,"Trinidad, Tobago",,,,,5
Naive,"Maranon Canyon, Fortunato No. 4",2013,78.0,Lithuania,3,Forastero (Nacional),Peru,0,0,0,forastero (nacional),5
Naive,Grenada,2012,71.0,Lithuania,2,Trinitario,Grenada,trinitario,0,0,0,2
Na�ve,Nicaragua,2014,70.0,Lithuania,3,Criollo,Nicaragua,0,criollo,0,0,4
Na�ve,Chuao,2014,75.0,Lithuania,2,Trinitario,Venezuela,trinitario,0,0,0,3
Na�ve,Barinas,2014,70.0,Lithuania,3,,Venezuela,,,,,3
Nanea,Criollo Blend,2013,85.0,U.S.A,3,,Hawaii,,,,,4
Nathan Miller,Peru,2014,72.0,U.S.A,2,,Peru,,,,,2
Nathan Miller,Hispaniola,2014,70.0,U.S.A,2,,Dominican Republic,,,,,2
Nathan Miller,Madagascar,2014,73.5,U.S.A,2,Trinitario,Madagascar,trinitario,0,0,0,2
Nathan Miller,Ghana,2014,70.0,U.S.A,3,Forastero,Ghana,0,0,0,forastero,4
Neuhaus (Callebaut),Papua New Guinea,2010,70.0,Belgium,2,Criollo,Papua New Guinea,0,criollo,0,0,2
Neuhaus (Callebaut),Manickchand Estate,2008,67.0,Belgium,3,Trinitario,Trinidad,trinitario,0,0,0,5
Neuhaus (Callebaut),Dark,2007,73.0,Belgium,1,,Dark,,,,,1
Neuhaus (Callebaut),West Africa,2006,73.0,Belgium,2,Forastero,West Africa,0,0,0,forastero,6
Neuhaus (Callebaut),Sao Tome,2006,75.0,Belgium,2,Forastero,Sao Tome,0,0,0,forastero,3
Neuhaus (Callebaut),Ocumare,2006,71.0,Belgium,3,Criollo,Venezuela,0,criollo,0,0,3
Nibble,Patanemo,2015,72.0,U.S.A,2,Criollo,Venezuela,0,criollo,0,0,2
Nibble,Elvesia P.,2015,72.0,U.S.A,2,Trinitario,Dominican Republic,trinitario,0,0,0,3
Nibble,"Ambanja, Sambirano Valley",2015,72.0,U.S.A,3,Trinitario,Madagascar,trinitario,0,0,0,3
Nibble,Tumbes,2015,72.0,U.S.A,3,Criollo,Peru,0,criollo,0,0,3
Night Owl,Peru,2013,75.0,U.S.A,2,,Peru,,,,,3
Night Owl,Ecuador,2013,75.0,U.S.A,3,,Ecuador,,,,,4
Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A,3,Forastero,Ghana,0,0,0,forastero,3
Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A,3,Trinitario,Belize,trinitario,0,0,0,3
Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A,3,Forastero (Nacional),Peru,0,0,0,forastero (nacional),4
Noir d' Ebine,Venezuela,2012,70.0,U.S.A,3,,Venezuela,,,,,3
Noir d' Ebine,Ecuador,2012,70.0,U.S.A,3,,Ecuador,,,,,3
Nova Monda,"La Patriota, cacao Indio, purple label",2012,70.0,Nicaragua,3,,Nicaragua,,,,,3
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Nicaragua,2,,Nicaragua,,,,,3
Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,3,Forastero (Nacional),Ecuador,0,0,0,forastero (nacional),4
Nuance,"Ghana, 2013",2015,70.0,U.S.A,3,Forastero,Ghana,0,0,0,forastero,5
Nuance,"Ecuador, 2013",2015,70.0,U.S.A,2,Trinitario,Ecuador,trinitario,0,0,0,3
Nuance,"Canoabo, 2013",2015,70.0,U.S.A,3,Criollo,Venezuela,0,criollo,0,0,3
Nuance,"Sambirano Valley, 2012",2015,70.0,U.S.A,3,Trinitario,Madagascar,trinitario,0,0,0,4
Nuance,La Red,2015,70.0,U.S.A,3,,Dominican Republic,,,,,5
Nugali,Fazenda Leolinda,2016,70.0,Brazil,3,Trinitario (Scavina),Brazil,trinitario (scavina),0,0,0,4
Oakland Chocolate Co.,Jamaica,2010,70.0,U.S.A,2,Trinitario,Jamaica,trinitario,0,0,0,2
Obolo,Pangoa,2015,70.0,Chile,3,Criollo,Peru,0,criollo,0,0,5
Obolo,"Pangoa, w/ nibs",2015,70.0,Chile,3,Criollo,Peru,0,criollo,0,0,5
Ocelot,Virunga,2015,70.0,Scotland,3,Forastero,Congo,0,0,0,forastero,5
Ocelot,Piura,2015,75.0,Scotland,4,Criollo,Peru,0,criollo,0,0,6
Ocho,Sang Yum Coop,2016,100.0,New Zealand,2,,Samoa,,,,,3
Ocho,Sang Yum Coop,2016,70.0,New Zealand,3,,Samoa,,,,,4
Ocho,"PNG, Devotion",2014,66.0,New Zealand,2,,Papua New Guinea,,,,,3
Ocho,"PNG, Revolution",2014,70.0,New Zealand,3,,Papua New Guinea,,,,,3
Ocho,"PNG, Voodoo",2014,88.0,New Zealand,3,,Papua New Guinea,,,,,4
Ocho,"PNG, Nib Bar",2014,74.0,New Zealand,3,,Papua New Guinea,,,,,4
Ohiyo,"San Juan Estate, Gran Couva",2015,70.0,U.S.A,2,Trinitario,Trinidad,trinitario,0,0,0,3
Ohiyo,Tanzania,2015,70.0,U.S.A,3,,Tanzania,,,,,3
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70.0,Germany,3,Criollo,Bolivia,0,criollo,0,0,4
Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A,3,,Dominican Republic,,,,,3
Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A,3,Forastero,Ghana,0,0,0,forastero,3
Olive and Sinclair,Dark 67,2009,67.0,U.S.A,2,,"Ghana, Domin. Rep",,,,,3
Olive and Sinclair,Dark 75,2009,75.0,U.S.A,3,,"Ghana, Domin. Rep",,,,,3
Olivia,Carribean-Raw,2011,76.0,Canada,2,,Carribean,,,,,6
Olivia,Carribean,2011,76.0,Canada,2,,Carribean,,,,,3
Olivia,Carribean,2011,85.0,Canada,2,,Carribean,,,,,3
Olivia,Carribean-Raw,2011,85.0,Canada,3,,Carribean,,,,,3
Omanhene,Ghana,2011,80.0,Ghana,2,Forastero,Ghana,0,0,0,forastero,3
Omnom,"Kakao Kamili, Kilombero Valley",2016,70.0,Iceland,3,Trinitario,Tanzania,trinitario,0,0,0,5
Omnom,Papua New Guinea,2014,70.0,Iceland,3,,Papua New Guinea,,,,,3
Omnom,Madagascar,2014,66.0,Iceland,3,Trinitario,Madagascar,trinitario,0,0,0,4
organicfair,Maya Mountain,2013,74.0,Canada,2,Trinitario,Belize,trinitario,0,0,0,3
organicfair,La Red,2013,72.0,Canada,2,,Dominican Republic,,,,,3
organicfair,Nicaraqua,2013,72.0,Canada,2,Trinitario,Nicaragua,trinitario,0,0,0,3
organicfair,Caribe,2013,72.0,Canada,3,,Dominican Republic,,,,,3
organicfair,Mindo,2013,72.0,Canada,3,Trinitario,Ecuador,trinitario,0,0,0,3
Original Beans (Felchlin),Papua Kerafat,2014,68.0,Switzerland,2,,Papua New Guinea,,,,,3
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80.0,Switzerland,3,Blend,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",0,0,blend,0,4
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66.0,Switzerland,3,,Bolivia,,,,,5
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70.0,Switzerland,3,Forastero,Congo,0,0,0,forastero,3
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75.0,Switzerland,3,Criollo,Peru,0,criollo,0,0,3
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68.0,Switzerland,3,,Bolivia,,,,,4
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009,60.0,U.S.A,3,Criollo,Hawaii,0,criollo,0,0,3
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006,60.0,U.S.A,3,,Hawaii,,,,,3
Orquidea,Peru,2012,65.0,Peru,3,,Peru,,,,,3
Orquidea,Peru,2012,72.0,Peru,3,,Peru,,,,,3
Pacari,"Sierra Nevada, Tutu Iku",2016,70.0,Ecuador,4,,Colombia,,,,,6
Pacari,Garaua,2014,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,Cumbia,2014,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,Montubia,2014,70.0,Ecuador,3,,Ecuador,,,,,5
Pacari,Tangara,2014,70.0,Ecuador,4,,Ecuador,,,,,6
Pacari,"Ecuador, raw",2012,85.0,Ecuador,2,,Ecuador,,,,,3
Pacari,Piura,2012,70.0,Ecuador,4,,Peru,,,,,6
Pacari,Nube- prototype,2011,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,Esmeraldas,2008,60.0,Ecuador,2,Forastero (Arriba),Ecuador,0,0,0,forastero (arriba),2
Pacari,Manabi,2008,65.0,Ecuador,2,Forastero (Arriba),Ecuador,0,0,0,forastero (arriba),3
Pacari,Los Rios,2008,72.0,Ecuador,3,Forastero (Arriba),Ecuador,0,0,0,forastero (arriba),3
Pacari,Raw,2008,100.0,Ecuador,2,Forastero (Arriba),Ecuador,0,0,0,forastero (arriba),6
Pacari,Raw,2008,70.0,Ecuador,3,Forastero (Arriba),Ecuador,0,0,0,forastero (arriba),4
Palette de Bine,Lachua,2016,70.0,Canada,2,,Guatemala,,,,,3
Palette de Bine,Maya Mtn,2016,72.0,Canada,3,Trinitario,Belize,trinitario,0,0,0,3
Palette de Bine,"Silvestre, La Paz, Beni",2015,70.0,Canada,3,,Bolivia,,,,,4
Palette de Bine,"San Juan Estate, Gran Couva",2015,70.0,Canada,3,Trinitario,Trinidad,trinitario,0,0,0,4
Palette de Bine,Kokoa Kamili,2015,72.0,Canada,3,,Tanzania,,,,,4
Palette de Bine,Lam Dong,2015,72.0,Canada,3,Trinitario,Vietnam,trinitario,0,0,0,5
Palette de Bine,"Alto Beni, Palos Blancos",2014,72.0,Canada,2,,Bolivia,,,,,3
Palette de Bine,Sambirano,2014,78.0,Canada,3,Trinitario,Madagascar,trinitario,0,0,0,5
Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75.0,Canada,2,,Ecuador,,,,,3
Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,3,Blend,"Trinidad, Ecuador",0,0,blend,0,4
Palette de Bine,Gran Couva,2014,70.0,Canada,3,Trinitario,Trinidad,trinitario,0,0,0,5
Pangea,Matasawalevu,2016,76.0,Spain,3,,Fiji,,,,,3
Park 75,South America,2014,65.0,U.S.A,3,,South America,,,,,4
Parliament,Kilombero Valley,2016,70.0,U.S.A,3,,Tanzania,,,,,4
Parliament,"Lachua, Q'egchi families",2015,70.0,U.S.A,3,,Guatemala,,,,,4
Parliament,Alto Beni,2014,70.0,U.S.A,3,,Bolivia,,,,,3
Parliament,Oko Caribe,2014,70.0,U.S.A,3,,Dominican Republic,,,,,4
Pascha,Peru,2013,55.0,Peru,2,,Peru,,,,,2
Pascha,Peru,2013,70.0,Peru,2,,Peru,,,,,3
Patric,Signature Blend,2011,70.0,U.S.A,3,Blend,Signature Blend,0,0,blend,0,5
Patric,Madagascar,2009,75.0,U.S.A,4,Trinitario,Madagascar,trinitario,0,0,0,6
Patric,Madagascar,2009,67.0,U.S.A,3,Trinitario,Madagascar,trinitario,0,0,0,4
Patric,"Rio Caribe, Paria Penninsula",2009,70.0,U.S.A,3,Trinitario,Venezuela,trinitario,0,0,0,4
Patric,Madagascar,2007,70.0,U.S.A,4,Trinitario,Madagascar,trinitario,0,0,0,6
Patric,"Piura, Choc. Garage Exclusive",2013,67.0,U.S.A,4,,Peru,,,,,6
Paul Young,"Madagascar, w/ shell",2014,73.0,U.K,2,Trinitario,Madagascar,trinitario,0,0,0,2
Paul Young,"Madagascar, w/ shell",2014,64.0,U.K,2,Trinitario,Madagascar,trinitario,0,0,0,3
Peppalo,Dominican Republic,2015,82.0,U.S.A,3,,Dominican Republic,,,,,3
Pierre Marcolini,"Haut Penja, w/ nibs",2015,70.0,Belgium,3,Forastero,Cameroon,0,0,0,forastero,4
Pierre Marcolini,Chuao,2010,75.0,Belgium,3,Criollo,Venezuela,0,criollo,0,0,3
Pierre Marcolini,Trinite,2010,75.0,Belgium,3,Trinitario,Trinidad,trinitario,0,0,0,4
Pierre Marcolini,"Baracoa, Cuba",2010,78.0,Belgium,3,"Criollo, Forastero",Cuba,0,"criollo, forastero",0,"criollo, forastero",5
Pierre Marcolini,"Peru, Las Pampas P.",2010,85.0,Belgium,3,Criollo,Peru,0,criollo,0,0,3
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72.0,Belgium,3,Forastero,Brazil,0,0,0,forastero,3
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72.0,Belgium,3,Criollo,Mexico,0,criollo,0,0,3
